,user_id,original_image,face_id,age,gender,x,y,dx,dy,tilt_ang,fiducial_yaw_angle,fiducial_score
556,8410632@N03,11257244615_258702375d_o.jpg,1786,"(60, 100)",f,750,251,593,593,15,0,81
557,8410632@N03,11257244615_258702375d_o.jpg,1779,"(8, 12)",f,1941,103,529,529,-5,0,123
558,8410632@N03,11257244615_258702375d_o.jpg,1783,"(25, 32)",f,1381,157,491,491,-5,0,146
559,8410632@N03,10458545284_7d9a12f83d_o.jpg,1784,"(0, 2)",f,567,365,256,256,10,0,93
560,8410632@N03,11257409455_6c9e5f1809_o.jpg,1780,"(8, 12)",m,1239,421,344,344,10,0,15
561,8410632@N03,11855655834_9e18390c75_o.jpg,1783,"(25, 32)",f,544,0,1536,1280,20,0,28
562,8410632@N03,8533438221_40a5552da3_o.jpg,1785,"(4, 6)",m,868,490,402,402,-10,0,106
563,8410632@N03,11855157474_7ff56713d9_o.jpg,1781,"(8, 12)",m,1520,741,261,261,0,0,142
564,8410632@N03,11257326784_df4a5096c8_o.jpg,1780,"(8, 12)",m,622,778,832,831,-25,0,27
565,8410632@N03,11257315094_370e697ff5_o.jpg,1792,"(25, 32)",m,42,363,1292,1292,-5,0,25
566,8410632@N03,8534527968_5cd9d234e6_o.jpg,1785,"(4, 6)",m,860,1114,293,293,0,0,14
567,8410632@N03,8534527968_5cd9d234e6_o.jpg,1784,"(0, 2)",f,1434,1338,287,287,-5,0,106
568,8410632@N03,9189246680_c5ae7476bb_o.jpg,1785,"(4, 6)",m,2188,605,274,274,0,0,20
569,8410632@N03,11849436856_05eb3d7be1_o.jpg,1784,"(0, 2)",f,405,313,264,264,10,0,68
570,8410632@N03,11855941075_2fa0d32979_o.jpg,1782,"(25, 32)",m,2070,683,516,517,5,0,38
571,8410632@N03,11855941075_2fa0d32979_o.jpg,1783,"(25, 32)",f,663,887,433,434,-10,0,44
572,8410632@N03,11855941075_2fa0d32979_o.jpg,1784,"(0, 2)",f,962,1024,319,319,-5,0,58
573,8410632@N03,11855561745_6aa3a478a3_o.jpg,1786,"(60, 100)",f,790,678,533,533,15,0,73
574,8410632@N03,11855561745_6aa3a478a3_o.jpg,1784,"(0, 2)",f,379,575,396,395,-10,0,88
575,8410632@N03,9186185081_904ef314db_o.jpg,1784,"(0, 2)",f,918,455,1153,1154,10,0,6
576,8410632@N03,9186506805_8c07d65015_o.jpg,1783,"(25, 32)",f,1157,584,1804,1805,-5,0,35
577,8410632@N03,10458576974_2203bd3f4c_o.jpg,1784,"(0, 2)",f,272,357,949,948,-5,0,45
578,8410632@N03,11856029224_b1cf3aba26_o.jpg,1784,"(0, 2)",f,65,1045,755,756,5,0,57
579,8410632@N03,11257665316_44cc8627d4_o.jpg,1784,"(0, 2)",f,847,0,792,724,10,0,20
580,8410632@N03,9189764424_77f6bbaf62_o.jpg,1784,"(0, 2)",f,1364,693,542,542,-5,0,77
581,8410632@N03,10614439555_fb91b0ef39_o.jpg,1782,"(25, 32)",m,1958,925,587,587,0,0,93
582,8410632@N03,9186970217_c15285b1d8_o.jpg,1784,"(0, 2)",f,1367,772,504,504,-5,0,34
583,8410632@N03,11257237636_7533d6bf30_o.jpg,1793,"(38, 43)",m,210,220,784,785,10,0,40
584,8410632@N03,11257237636_7533d6bf30_o.jpg,1788,"(25, 32)",m,1667,181,712,713,0,0,95
585,8410632@N03,11257237636_7533d6bf30_o.jpg,1783,"(25, 32)",f,1043,629,588,588,10,0,110
586,8410632@N03,11848497315_1774b23fd3_o.jpg,1783,"(25, 32)",f,1568,548,656,656,0,0,100
587,8410632@N03,9186499047_603d757723_o.jpg,1784,"(0, 2)",f,879,245,906,905,5,0,31
588,8410632@N03,8534543260_c391fd6116_o.jpg,1785,"(4, 6)",m,1035,1651,262,261,10,0,6
589,8410632@N03,8534534598_70eeb2e6bf_o.jpg,1785,"(4, 6)",m,612,765,1224,1224,-25,0,19
590,8410632@N03,10458409486_dcfd76b362_o.jpg,1785,"(4, 6)",m,358,429,376,376,0,0,90
591,8410632@N03,10458409486_dcfd76b362_o.jpg,1784,"(0, 2)",f,1175,236,284,284,10,0,81
592,8410632@N03,10458553486_13e0c9697c_o.jpg,1782,"(25, 32)",m,1013,146,324,325,-15,0,53
593,8410632@N03,10458553486_13e0c9697c_o.jpg,1783,"(25, 32)",f,706,177,288,288,0,0,56
594,8410632@N03,10458553486_13e0c9697c_o.jpg,1785,"(4, 6)",m,1198,460,216,215,0,0,69
595,8410632@N03,8533416813_8f570bd806_o.jpg,1785,"(4, 6)",m,991,994,459,459,10,0,48
596,8410632@N03,9187032247_82aa4e5b51_o.jpg,1782,"(25, 32)",m,690,130,412,412,5,0,34
597,8410632@N03,9187032247_82aa4e5b51_o.jpg,1785,"(4, 6)",m,1174,695,299,299,-5,0,47
598,8410632@N03,9189741700_2071e40a1a_o.jpg,1783,"(25, 32)",f,422,486,363,363,0,0,93
599,8410632@N03,9189741700_2071e40a1a_o.jpg,1784,"(0, 2)",f,1494,935,326,325,0,0,93
600,8410632@N03,9189710044_a7f91ff455_o.jpg,1783,"(25, 32)",f,788,629,326,325,0,0,138
601,8410632@N03,11847419413_d21a2128b8_o.jpg,1785,"(4, 6)",m,1592,968,440,440,15,0,24
602,8410632@N03,9189243872_91c9103cd9_o.jpg,1785,"(4, 6)",m,1824,849,746,746,10,0,155
603,8410632@N03,9189243872_91c9103cd9_o.jpg,1782,"(25, 32)",m,1061,277,739,739,-10,0,48
604,8410632@N03,9189243872_91c9103cd9_o.jpg,1783,"(25, 32)",f,1467,627,682,683,5,0,117
605,8410632@N03,10458491955_686c92c7b7_o.jpg,1783,"(25, 32)",f,1208,492,516,516,-5,0,31
606,8410632@N03,9187001205_e0896f3fd7_o.jpg,1782,"(25, 32)",m,865,392,268,267,5,0,59
607,8410632@N03,10458419955_14cbd3a620_o.jpg,1784,"(0, 2)",f,546,647,388,389,5,0,67
608,8410632@N03,11855863245_6232311d94_o.jpg,1783,"(25, 32)",f,1751,1059,383,383,5,0,50
609,8410632@N03,10614715483_b303b74aa4_o.jpg,1782,"(25, 32)",m,1359,771,370,370,5,0,118
610,8410632@N03,8534537282_e27960abea_o.jpg,1784,"(0, 2)",f,60,19,2282,2282,-10,0,137
611,8410632@N03,11257248976_2819e4cdbd_o.jpg,1790,"(60, 100)",m,779,530,331,332,0,0,30
612,8410632@N03,11257248976_2819e4cdbd_o.jpg,1793,"(38, 43)",m,1187,670,280,281,5,0,24
613,8410632@N03,11855410473_5c667b1e3e_o.jpg,1784,"(0, 2)",f,949,247,984,985,0,0,142
614,8410632@N03,11849473636_f57bc1493a_o.jpg,1781,"(8, 12)",m,552,166,416,417,5,0,97
615,8410632@N03,11849473636_f57bc1493a_o.jpg,1784,"(0, 2)",f,784,1017,316,315,20,0,16
616,8410632@N03,10458406866_192e1f126d_o.jpg,1785,"(4, 6)",m,1471,991,376,376,-10,0,57
617,8410632@N03,10458406866_192e1f126d_o.jpg,1784,"(0, 2)",f,2288,839,293,294,5,0,59
618,8410632@N03,8923325395_da935d9baf_o.jpg,1784,"(0, 2)",f,1909,1421,255,255,-5,0,33
619,8410632@N03,11848480875_3d4cbec222_o.jpg,1782,"(25, 32)",m,1874,127,1224,1224,-15,0,59
620,8410632@N03,11848480875_3d4cbec222_o.jpg,1783,"(25, 32)",f,902,1004,1013,1013,-5,0,99
621,8410632@N03,10458733793_a7a4fd0725_o.jpg,1782,"(25, 32)",m,626,406,344,344,-10,0,75
622,8410632@N03,10458733793_a7a4fd0725_o.jpg,1783,"(25, 32)",f,342,458,284,284,-5,0,102
623,8410632@N03,10458733793_a7a4fd0725_o.jpg,1785,"(4, 6)",m,808,729,244,243,0,0,57
624,8410632@N03,11257291866_6706b4c25d_o.jpg,1792,"(25, 32)",m,0,220,836,1044,10,0,61
625,8410632@N03,9189242666_9e71170910_o.jpg,1785,"(4, 6)",m,1804,851,758,758,5,0,139
626,8410632@N03,9189242666_9e71170910_o.jpg,1784,"(0, 2)",f,1166,1045,606,606,0,0,97
627,8410632@N03,11855860265_2d97504199_o.jpg,1782,"(25, 32)",m,801,811,351,350,-10,0,49
628,8410632@N03,11855860265_2d97504199_o.jpg,1783,"(25, 32)",f,1777,1101,337,338,0,0,48
629,8410632@N03,11856122686_3af3c65682_o.jpg,1785,"(4, 6)",m,1216,1638,376,376,0,0,40
630,8410632@N03,11856122686_3af3c65682_o.jpg,1782,"(25, 32)",m,379,368,370,369,0,0,38
631,8410632@N03,10458737703_793bbc425d_o.jpg,1782,"(25, 32)",m,974,125,440,441,-15,0,62
632,8410632@N03,10458737703_793bbc425d_o.jpg,1783,"(25, 32)",f,683,234,336,335,-5,0,51
633,8410632@N03,10458737703_793bbc425d_o.jpg,1784,"(0, 2)",f,835,669,272,272,10,0,10
634,8410632@N03,10458586625_c48aa82a20_o.jpg,1784,"(0, 2)",f,286,187,992,992,-15,0,113
635,8410632@N03,9186440891_61fcb86496_o.jpg,1783,"(25, 32)",f,1338,323,906,905,0,0,105
636,8410632@N03,9186440891_61fcb86496_o.jpg,1785,"(4, 6)",m,2073,414,880,880,15,0,102
637,8410632@N03,9186440891_61fcb86496_o.jpg,1784,"(0, 2)",f,992,604,708,707,10,0,118
638,8410632@N03,9186493725_2f6431c6f6_o.jpg,1784,"(0, 2)",f,1813,752,676,676,-10,0,14
639,8410632@N03,9186668437_6207b850d6_o.jpg,1784,"(0, 2)",f,980,733,867,867,-5,0,17
640,8410632@N03,11848902104_6103619d90_o.jpg,1785,"(4, 6)",m,1592,968,440,440,15,0,24
641,8410632@N03,11848578636_e4604e7486_o.jpg,1784,"(0, 2)",f,1617,301,1447,1447,-5,0,55
642,8410632@N03,11848433556_cc5aa8252d_o.jpg,1784,"(0, 2)",f,1093,597,1428,1428,-5,0,73
643,8410632@N03,11257270625_976c22e1c1_o.jpg,1780,"(8, 12)",m,47,0,2401,2435,-5,0,106
644,8410632@N03,10458399706_d7565549a6_o.jpg,1784,"(0, 2)",f,1459,801,593,593,-15,0,134
645,8410632@N03,10458399706_d7565549a6_o.jpg,1785,"(4, 6)",m,690,838,529,529,0,0,83
646,8410632@N03,8534553690_060bcdd8c1_o.jpg,1784,"(0, 2)",f,688,470,1224,1224,0,0,9
647,8410632@N03,11848909214_1030aabe90_o.jpg,1790,"(60, 100)",m,1424,186,1046,1045,-10,0,68
648,8410632@N03,11848909214_1030aabe90_o.jpg,1786,"(60, 100)",f,957,921,816,816,5,0,37
649,8410632@N03,11855976303_487aeba470_o.jpg,1783,"(25, 32)",f,430,165,812,812,0,0,61
650,8410632@N03,9189151594_7522fb69f5_o.jpg,1782,"(25, 32)",m,1509,863,427,427,15,0,23
651,8410632@N03,11856680026_2d84d6c70b_o.jpg,1786,"(60, 100)",f,1909,843,293,293,10,0,74
652,8410632@N03,10458453154_51c55d0319_o.jpg,1785,"(4, 6)",m,918,379,612,612,5,0,53
653,8410632@N03,11856219503_b1c33ae76a_o.jpg,1782,"(25, 32)",m,2030,788,504,504,5,0,25
654,8410632@N03,11856219503_b1c33ae76a_o.jpg,1783,"(25, 32)",f,667,975,415,414,-5,0,57
655,8410632@N03,11856219503_b1c33ae76a_o.jpg,1784,"(0, 2)",f,946,1063,383,382,-10,0,58
656,8410632@N03,10458429784_8e527b97bf_o.jpg,1785,"(4, 6)",m,1083,68,1059,1058,10,0,98
657,8410632@N03,11257331943_e1ea231a06_o.jpg,1787,"(38, 43)",f,1202,167,600,599,-10,0,107
658,8410632@N03,9189458074_6fed397c60_o.jpg,1785,"(4, 6)",m,1346,89,867,867,10,0,76
659,8410632@N03,11855907083_009b7bdd39_o.jpg,1782,"(25, 32)",m,1141,591,873,873,0,0,46
660,8410632@N03,11856098034_4f0ddfb59a_o.jpg,1783,"(25, 32)",f,522,495,886,886,15,0,62
661,8410632@N03,11856098034_4f0ddfb59a_o.jpg,1784,"(0, 2)",f,820,1104,676,676,10,0,75
662,8410632@N03,10458460956_febbeed196_o.jpg,1784,"(0, 2)",f,634,631,656,656,5,0,85
663,8410632@N03,10458557926_62fe79ed48_o.jpg,1782,"(25, 32)",m,994,124,384,384,5,0,9
664,8410632@N03,10458557926_62fe79ed48_o.jpg,1784,"(0, 2)",f,723,582,280,280,5,0,7
665,8410632@N03,11257319476_c4d6c1894c_o.jpg,1786,"(60, 100)",f,603,312,1032,1033,0,0,74
666,8410632@N03,11257319476_c4d6c1894c_o.jpg,1779,"(8, 12)",f,1078,570,996,997,5,0,124
667,8410632@N03,8533665849_84001605e5_o.jpg,1785,"(4, 6)",m,0,0,2448,2725,10,0,22
668,8410632@N03,11257255954_281e9583fe_o.jpg,1790,"(60, 100)",m,246,185,344,344,0,0,41
669,8410632@N03,11257255954_281e9583fe_o.jpg,1793,"(38, 43)",m,646,310,304,303,0,0,22
670,8410632@N03,11257255954_281e9583fe_o.jpg,1783,"(25, 32)",f,1035,484,252,252,0,0,88
671,8410632@N03,9186555125_359a11b7cb_o.jpg,1782,"(25, 32)",m,2008,259,688,689,-10,0,10
672,8410632@N03,9186555125_359a11b7cb_o.jpg,1783,"(25, 32)",f,411,599,561,561,10,0,16
673,8410632@N03,9189195518_ae6202dd03_o.jpg,1784,"(0, 2)",f,1769,627,1268,1269,5,0,83
674,8410632@N03,9186649023_51a45d86cd_o.jpg,1784,"(0, 2)",f,836,455,1205,1205,0,0,70
675,8410632@N03,10458432456_b98ab3fbb4_o.jpg,1785,"(4, 6)",m,683,696,810,810,-15,0,36
676,8410632@N03,9186499825_a4a6cb7d76_o.jpg,1784,"(0, 2)",f,1310,525,1071,1071,5,0,46
677,8410632@N03,10458470114_36fc7670d5_o.jpg,1783,"(25, 32)",f,1112,58,599,600,-5,0,82
678,8410632@N03,8534526612_cc554e5db6_o.jpg,1784,"(0, 2)",f,1351,1188,268,268,5,0,77
679,8410632@N03,8534526612_cc554e5db6_o.jpg,1785,"(4, 6)",m,841,1078,261,262,0,0,58
680,8410632@N03,9188989914_e7582031ae_o.jpg,1784,"(0, 2)",f,588,860,682,682,-10,0,23
681,8410632@N03,10458603323_4e7d851d74_o.jpg,1782,"(25, 32)",m,1031,339,656,657,5,0,90
682,8410632@N03,8923354143_77d5c590e0_o.jpg,1782,"(25, 32)",m,1075,509,612,612,10,0,88
683,8410632@N03,9189435534_9fbaeb28d2_o.jpg,1783,"(25, 32)",f,1361,667,975,976,5,0,21
684,8410632@N03,11257323143_59a86f094b_o.jpg,1788,"(25, 32)",m,301,339,1676,1677,10,0,96
685,8410632@N03,11257323143_59a86f094b_o.jpg,1787,"(38, 43)",f,1402,219,1345,1346,-5,0,58
686,8410632@N03,9187069657_9c3379f050_o.jpg,1784,"(0, 2)",f,1772,704,797,797,0,0,125
687,8410632@N03,10458702613_253e3bc660_o.jpg,1785,"(4, 6)",m,994,914,306,306,-15,0,68
688,8410632@N03,10614712893_2e5108d7ab_o.jpg,1782,"(25, 32)",m,1604,831,319,319,10,0,106
689,8410632@N03,10458466604_4105d1f68b_o.jpg,1785,"(4, 6)",m,1698,127,829,829,20,0,42
690,86629393@N00,11697605323_56c219b03a_o.jpg,1796,"(38, 43)",m,1074,632,267,268,-5,0,10
691,86629393@N00,11679828495_7b5bc32c4e_o.jpg,1797,"(4, 6)",m,943,1281,414,414,-100,0,113
692,86629393@N00,11696489975_a29f3b702b_o.jpg,1800,"(25, 32)",m,1093,776,325,325,10,0,32
693,86629393@N00,11696489975_a29f3b702b_o.jpg,1803,"(25, 32)",f,1284,849,242,242,-5,0,8
694,86629393@N00,11696431125_4082cabce4_o.jpg,1804,"(4, 6)",f,914,785,733,733,0,0,76
695,86629393@N00,11689241483_8720fb276b_o.jpg,1797,"(4, 6)",m,1428,1125,255,255,0,0,15
696,86629393@N00,11697745184_92d056655d_o.jpg,1796,"(38, 43)",m,1375,1341,899,899,-190,0,35
697,86629393@N00,11698128396_f1b81e985f_o.jpg,1796,"(38, 43)",m,984,663,326,325,-15,0,68
698,86629393@N00,11698128396_f1b81e985f_o.jpg,1795,"(38, 43)",f,1190,978,274,274,15,0,30
699,86629393@N00,11698128396_f1b81e985f_o.jpg,1797,"(4, 6)",m,925,806,243,242,0,0,5
700,86629393@N00,11697665063_1bf53f8f69_o.jpg,1804,"(4, 6)",f,393,838,529,529,-10,0,102
701,86629393@N00,11697251616_b97e236a13_o.jpg,1799,"(38, 43)",m,2346,878,382,382,0,0,94
702,86629393@N00,11697251616_b97e236a13_o.jpg,1800,"(25, 32)",m,986,755,344,344,5,0,61
703,86629393@N00,11697251616_b97e236a13_o.jpg,1801,"(38, 43)",m,2095,806,319,319,-10,0,79
704,86629393@N00,11696858394_402fba4481_o.jpg,1795,"(38, 43)",f,1107,643,765,765,0,0,18
705,86629393@N00,11696806724_f73bd31cc9_o.jpg,1797,"(4, 6)",m,2680,487,584,650,20,0,41
706,86629393@N00,11696723113_c7fea0dae7_o.jpg,1795,"(38, 43)",f,1077,643,765,765,0,0,9
707,86629393@N00,11688967095_1524414e14_o.jpg,1808,"(38, 43)",m,744,1236,325,325,-10,0,104
708,86629393@N00,11694206293_5e70eb72a5_o.jpg,1797,"(4, 6)",m,1451,623,612,612,10,0,45
709,86629393@N00,11696199944_ee519f94b8_o.jpg,1809,"(25, 32)",m,0,952,492,536,20,0,5
710,86629393@N00,11691142825_61494f853e_o.jpg,1795,"(38, 43)",f,0,688,994,1224,0,0,35
711,86629393@N00,11694282194_0fc13d81ba_o.jpg,1811,"(4, 6)",f,1319,377,313,313,-25,0,12
712,86629393@N00,11695831005_7832a1efb4_o.jpg,1809,"(25, 32)",m,629,594,555,555,10,0,37
713,86629393@N00,11696213784_c873279c73_o.jpg,1797,"(4, 6)",m,506,752,982,982,-80,0,82
714,86629393@N00,11696434685_60fa1b87e4_o.jpg,1804,"(4, 6)",f,452,407,555,555,-95,0,132
715,86629393@N00,11698322986_aa71f2f810_o.jpg,1814,"(8, 12)",f,2448,199,395,395,-10,0,151
716,86629393@N00,11694529843_875c03ac18_o.jpg,1797,"(4, 6)",m,1318,830,765,765,-80,0,14
717,86629393@N00,11678258843_1daac4dc6e_o.jpg,1801,"(38, 43)",m,929,1246,318,319,170,0,80
718,86629393@N00,11697371934_3532b2533f_o.jpg,1797,"(4, 6)",m,871,1372,904,903,-95,0,76
719,86629393@N00,11696404534_ffaa1a6131_o.jpg,1796,"(38, 43)",m,513,338,688,622,185,0,52
720,86629393@N00,11678771066_00284ca0f2_o.jpg,1816,"(38, 48)",m,967,658,688,688,20,0,26
721,86629393@N00,11697747854_d6f729ce0d_o.jpg,1796,"(38, 43)",m,0,932,1247,1383,-90,0,74
722,86629393@N00,11697747854_d6f729ce0d_o.jpg,1797,"(4, 6)",m,827,698,1179,1179,-90,0,80
723,86629393@N00,11696707153_04e6919a17_o.jpg,1797,"(4, 6)",m,122,851,682,682,15,0,58
724,86629393@N00,11689750296_11bc136b13_o.jpg,1818,"(25, 32)",f,1180,849,581,580,10,0,85
725,86629393@N00,11689357434_638b1b7bd9_o.jpg,1797,"(4, 6)",m,1402,1091,274,274,5,0,42
726,86629393@N00,11696871874_85b91bc33d_o.jpg,1806,"(25, 32)",f,698,997,318,319,0,0,64
727,86629393@N00,11689235073_3fb1058190_o.jpg,1819,"(25, 32)",f,1362,108,1046,1045,-5,0,123
728,86629393@N00,11689717286_ef4774231d_o.jpg,1795,"(38, 43)",f,984,972,663,663,15,0,60
729,86629393@N00,11689717286_ef4774231d_o.jpg,1797,"(4, 6)",m,1547,1152,504,503,10,0,59
730,86629393@N00,11696879134_90e81d0cd1_o.jpg,1820,"(25, 32)",m,102,664,1026,1026,-75,0,88
731,86629393@N00,11680572596_64ea48fe9d_o.jpg,1797,"(4, 6)",m,816,1224,612,612,165,0,9
732,86629393@N00,11696673673_04f174c0a2_o.jpg,1804,"(4, 6)",f,1,1027,893,893,0,0,18
733,86629393@N00,11696673673_04f174c0a2_o.jpg,1797,"(4, 6)",m,1960,495,656,657,20,0,48
734,86629393@N00,11696713613_66d7389902_o.jpg,1821,"(60, 100)",f,2379,733,453,452,0,0,15
735,86629393@N00,11696466875_386d43384e_o.jpg,1821,"(60, 100)",f,2448,737,484,485,0,0,25
736,86629393@N00,11697247146_f52a29c1c3_o.jpg,1807,"(60, 100)",f,1700,670,580,581,20,0,67
737,86629393@N00,11696715243_4a5c1302aa_o.jpg,1821,"(60, 100)",f,2471,694,485,485,0,0,20
738,86629393@N00,11677989085_ccd3a5b3a5_o.jpg,1816,"(38, 48)",m,1351,1010,332,331,10,0,56
739,86629393@N00,11695838713_5442ea8b5b_o.jpg,1820,"(25, 32)",m,2146,889,243,242,10,0,31
740,86629393@N00,11696490955_f958865936_o.jpg,1820,"(25, 32)",m,2138,470,963,962,0,0,72
741,86629393@N00,11689068553_0f51bda4e0_o.jpg,1797,"(4, 6)",m,922,1396,357,357,180,0,10
742,86629393@N00,11696432695_f29a50fe90_o.jpg,1797,"(4, 6)",m,632,1112,663,663,-90,0,143
743,86629393@N00,11696487865_1f1a7c2a10_o.jpg,1800,"(25, 32)",m,1284,669,338,338,15,0,91
744,86629393@N00,11696487865_1f1a7c2a10_o.jpg,1806,"(25, 32)",f,1923,720,262,261,0,0,63
745,86629393@N00,11697242026_63205571be_o.jpg,1795,"(38, 43)",f,1078,584,746,746,0,0,88
746,86629393@N00,11697242026_63205571be_o.jpg,1807,"(60, 100)",f,1477,801,682,682,-20,0,68
747,86629393@N00,11691478393_aecbef4716_o.jpg,1796,"(38, 43)",m,865,1679,446,447,-90,0,37
748,86629393@N00,11697371414_e5fc6600ff_o.jpg,1797,"(4, 6)",m,1574,1486,383,383,-105,0,67
749,86629393@N00,11697650375_9d749168b4_o.jpg,1795,"(38, 43)",f,1659,674,816,816,5,0,65
750,86629393@N00,11698128796_9f89a75c84_o.jpg,1795,"(38, 43)",f,1206,1004,280,280,15,0,34
751,86629393@N00,11698128796_9f89a75c84_o.jpg,1797,"(4, 6)",m,940,839,242,243,0,0,9
752,86629393@N00,11698422166_f806ed01ca_o.jpg,1817,"(48, 53)",f,2143,6,249,248,5,0,34
753,86629393@N00,11680585496_36b6d39291_o.jpg,1796,"(38, 43)",m,640,1059,351,351,-75,0,8
754,86629393@N00,11678259073_d84aef1c17_o.jpg,1827,"(25, 32)",f,1061,318,618,619,0,0,5
755,86629393@N00,11696678153_7757092542_o.jpg,1804,"(4, 6)",f,599,376,484,484,-80,0,17
756,86629393@N00,11696678153_7757092542_o.jpg,1812,"(4, 6)",m,215,1284,331,332,-90,0,86
757,86629393@N00,11697821414_7e4ed3931a_o.jpg,1797,"(4, 6)",m,1173,690,363,363,5,0,73
758,86629393@N00,11689738616_db1656baa8_o.jpg,1826,"(25, 32)",m,766,597,1097,1097,5,0,19
759,86629393@N00,11689738616_db1656baa8_o.jpg,1819,"(25, 32)",f,1262,737,937,938,5,0,64
760,86629393@N00,11697239606_935f323a52_o.jpg,1797,"(4, 6)",m,1561,962,415,415,0,0,82
761,86629393@N00,11696487015_e1c1d9ff59_o.jpg,1798,"(38, 43)",m,1013,945,701,701,-70,0,77
762,86629393@N00,11696487015_e1c1d9ff59_o.jpg,1801,"(38, 43)",m,1231,256,491,491,-95,0,52
763,86629393@N00,11697231493_236ea46450_o.jpg,1828,"(48, 53)",f,1340,489,440,440,5,0,20
764,86629393@N00,11697231493_236ea46450_o.jpg,1797,"(4, 6)",m,1147,868,389,389,0,0,96
765,86629393@N00,11697231493_236ea46450_o.jpg,1804,"(4, 6)",f,1472,892,383,382,0,0,67
766,86629393@N00,11696737423_0fc361f184_o.jpg,1806,"(25, 32)",f,1251,870,299,299,10,0,78
767,86629393@N00,11689752216_92f1c05629_o.jpg,1819,"(25, 32)",f,2032,737,573,574,0,0,92
768,86629393@N00,11689214103_d8f2bffeac_o.jpg,1808,"(38, 43)",m,737,1327,319,319,-10,0,116
769,86629393@N00,11697653273_19b3c7c85a_o.jpg,1797,"(4, 6)",m,553,1131,1530,1530,10,0,20
770,86629393@N00,11689651756_b0176d9867_o.jpg,1797,"(4, 6)",m,538,589,1377,1377,-80,0,25
771,86629393@N00,11689343794_0d7f6ae8f7_o.jpg,1826,"(25, 32)",m,1099,843,714,714,-5,0,7
772,86629393@N00,11679795235_1ca8d997a7_o.jpg,1797,"(4, 6)",m,555,336,320,320,-70,0,22
773,86629393@N00,11697366635_23d19202aa_o.jpg,1796,"(38, 43)",m,1080,808,287,286,-10,0,91
774,86629393@N00,11694357584_08a18660d1_o.jpg,1829,"(38, 43)",m,1443,953,364,363,20,0,29
775,86629393@N00,11689720426_4b462ae7a1_o.jpg,1797,"(4, 6)",m,1608,1075,465,466,5,0,45
776,86629393@N00,11689317494_b52eebede1_o.jpg,1795,"(38, 43)",f,933,828,810,810,20,0,38
777,86629393@N00,11689317494_b52eebede1_o.jpg,1797,"(4, 6)",m,1357,1016,714,714,0,0,36
778,86629393@N00,11696726463_0ebddab13b_o.jpg,1830,"(48, 53)",m,2341,809,306,306,10,0,23
779,86629393@N00,11678352554_94f906e864_o.jpg,1832,"(60, 100)",m,1477,701,433,433,-5,0,67
780,86629393@N00,11689102793_1828c599b3_o.jpg,1797,"(4, 6)",m,718,586,459,459,0,0,48
781,86629393@N00,11697198146_3d5085b962_o.jpg,1797,"(4, 6)",m,315,879,861,861,-100,0,100
782,86629393@N00,11694281594_7b055c176b_o.jpg,1797,"(4, 6)",m,1491,557,1231,1231,-5,0,7
783,86629393@N00,11694281594_7b055c176b_o.jpg,1833,"(38, 43)",m,621,772,242,243,0,0,17
784,86629393@N00,11696603275_7afa16aa5c_o.jpg,1804,"(4, 6)",f,632,851,587,586,-105,0,34
785,86629393@N00,11696437735_e1d2e5d753_o.jpg,1797,"(4, 6)",m,664,755,663,663,-85,0,94
786,86629393@N00,11689319224_c47c07d1a5_o.jpg,1795,"(38, 43)",f,1026,959,759,759,20,0,54
787,86629393@N00,11689319224_c47c07d1a5_o.jpg,1797,"(4, 6)",m,1620,1110,612,612,0,0,21
788,86629393@N00,11696994155_98ef71a760_o.jpg,1797,"(4, 6)",m,1992,1708,389,389,-90,0,6
789,86629393@N00,11689221004_b042f7011a_o.jpg,1797,"(4, 6)",m,1553,409,453,453,10,0,55
790,86629393@N00,11696871294_d6382d94ae_o.jpg,1799,"(38, 43)",m,2505,906,650,651,10,0,7
791,86629393@N00,11696871294_d6382d94ae_o.jpg,1806,"(25, 32)",f,1075,1027,319,319,15,0,69
792,86629393@N00,11697234616_e3e2b84232_o.jpg,1821,"(60, 100)",f,2400,855,522,523,0,0,44
793,86629393@N00,11696847654_92e5d779af_o.jpg,1821,"(60, 100)",f,2377,704,472,472,0,0,20
794,86629393@N00,11697370735_4320aa7433_o.jpg,1796,"(38, 43)",m,0,881,1209,1281,-85,0,79
795,86629393@N00,11689228903_4f92dc8cab_o.jpg,1826,"(25, 32)",m,1021,804,746,746,-5,0,29
796,86629393@N00,11696837404_0cf37fae3e_o.jpg,1795,"(38, 43)",f,1764,502,529,529,5,0,37
797,86629393@N00,11696837404_0cf37fae3e_o.jpg,1797,"(4, 6)",m,910,1063,369,369,-10,0,92
798,86629393@N00,11696201054_f0857eb722_o.jpg,1809,"(25, 32)",m,51,1005,645,645,-10,0,60
799,86629393@N00,11696666513_95b9cba14b_o.jpg,1797,"(4, 6)",m,621,130,1849,1849,0,0,89
800,86629393@N00,11693986295_46266b9f0f_o.jpg,1829,"(38, 43)",m,1469,957,351,351,15,0,59
801,86629393@N00,11696988155_b2df29c2c8_o.jpg,1828,"(48, 53)",f,1173,879,465,466,-10,0,90
802,86629393@N00,11696988155_b2df29c2c8_o.jpg,1804,"(4, 6)",f,1443,1263,351,351,-5,0,121
803,86629393@N00,11696988155_b2df29c2c8_o.jpg,1797,"(4, 6)",m,1134,1254,325,325,-15,0,114
